run_id,correct_answer,question,answer_option0,answer_option1,answer_option2,answer_option3,answer_option4
262973,2,"In Dill town, you can only buy office products at Cherry's Store, and you can only buy flowers at Rosemary's Store. In a strange coincidence, any time Basil is at Cherry's Store, Lily is at Rosemary's Store, and any time he is at Rosemary's Store, she is at Rose's Store. Basil is buying non-paper office device. Where is Lily?",Pepper's Store,Cherry's Store,Rosemary's Store,Carrot's Store,Rose's Store
324849,3,"In U.S. winter, Cliff visits the theater district every day. In U.S. autumn, Cliff visits the campground every day. Where will Cliff go on September 15?",the shipyard,the financial district,the town square,the campground,the theater district
260741,0,"In Dill town, you can only buy cereal at Rosemary's Store, and you can only buy herbs at Pepper's Store. In a strange coincidence, any time Basil is at Rosemary's Store, Lily is at Rosemary's Store, and any time he is at Pepper's Store, she is at Pepper's Store. Basil is buying ginseng. Where is Lily?",Pepper's Store,Rose's Store,Rosemary's Store,Carrot's Store,Cherry's Store
300510,3,Rob maligned Will. Joy were nice Will. Who made Will feel embarrassed?,Daisy,Charity,Cliff,Rob,Joy
263704,2,Duke bet Ginger that no doormouse is a rodent. Ginger is a fast-food cook. Duke is a magician. Which of them won the bet?,real estate agent,magician,fast-food cook,doctor,florist
294812,2,April missed a call at 9 a.m.. She returned it 1 hour later. When did she return the call?,10 p.m.,3 a.m.,10 a.m.,7 a.m.,6 a.m.
294954,2,April missed a call at 6 a.m.. She returned it 12 hours later. When did she return the call?,10 a.m.,4 p.m.,6 p.m.,2 a.m.,5 a.m.
320735,2,Charity is apologizing. Charity is waging war. Rob is sharing. Which of them is most likely feeling camaraderie?,Daisy,Charity,Rob,Cliff,Joy
300568,1,Cliff seconded Will. Rob shamed Will. Who made Will feel happy?,Joy,Cliff,Charity,Daisy,Rob
294231,4,April received a letter in May. She answered it 1 month later. When did she answer the letter?,March,May,February,January,June
194182,1,How many letters are in the word “language”?,10,8,4,11,6
258903,1,"Cherry needs zucchini, edible olives, and casual shoes. She already has zucchini and casual shoes. Where should she go?",sporting goods store,fruits and vegetables market,toy store,liquor store,lawn and garden store
296026,0,April missed a call at 7 p.m.. She returned it 3 hours later. When did she return the call?,10 p.m.,2 a.m.,6 a.m.,noon,11 p.m.
336526,2,Charity was saved by Joy. Charity helped out Daisy. Who did something affecting Charity?,Charity,Daisy,Joy,Cliff,Rob
263700,3,Ginger bet Duke that no dingo is a nut. Ginger is a kindergarten teacher. Duke is a teller. Which of them won the bet?,babysiter,banker,plumber,kindergarten teacher,bank teller
261545,4,"In Dill town, you can only buy office products at Rose's Store, and you can only buy flesh at Cherry's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Carrot's Store, and any time he is at Cherry's Store, she is at Rose's Store. Basil is buying fish that a particular sushi has as an ingredient. Where is Lily?",Cherry's Store,Pepper's Store,Carrot's Store,Rosemary's Store,Rose's Store
318673,0,Cliff were nice Joy. Who had the action done to them?,Joy,Charity,Cliff,being nice,Daisy
159852,1,"Which of the following is 5 centuries after 7:33 p.m. on August 21, 1983?","7:33 p.m. on August 21, 1978","7:33 p.m. on August 21, 2483","7:33 p.m. on August 21, 2033","7:33 p.m. on August 21, 1933","7:33 p.m. on August 21, 1988"
319638,2,Charity is expressing a love. Joy is wishing someone well. Daisy is pointing. Which of them is most likely feeling irritation?,Cliff,Charity,Daisy,Joy,Rob
336001,0,"In Strange Town, you're only allowed to play a card game in the forest, you're only allowed to engage in politics in the shipyard, and you're only allowed to play a team sport in the theater district. Joy is attending formal debates between candidates for an elected office. Where is Joy?",the shipyard,the theater district,the town square,the campground,the forest
320656,1,Joy is expressing approval. Daisy is designing. Rob is expressing enthusiasm. Which of them is most likely feeling optimism?,Rob,Daisy,Charity,Cliff,Joy
336245,0,"In Strange Town, you're only allowed to play board games in the town square, you're only allowed to play musical instruments in the botanical garden, and you're only allowed to play a team sport in the theater district. Daisy is playing tom tom drums. Where is Daisy?",the botanical garden,the theater district,the campground,the town square,the graveyard
300414,1,Joy belittled Will. Daisy solaced Will. Who made Will feel embarrassed?,Rob,Joy,Cliff,Daisy,Charity
194160,2,The word “horizontal” has how many letters?,11,8,10,7,6
241169,4,______ is typically bigger than a lyre.,a chemical object,a french fry,a handgun,a rattle,a three-story building
300990,2,Daisy toasted Will. Cliff chastised Will. Who made Will feel happy?,Rob,Joy,Daisy,Cliff,Charity
194135,0,The word “birthday” is written with ______ letters.,8,6,3,7,4
297086,3,"Only females who like plums are allowed on the rugby team. Only males who like pineapples are allowed on the soccer team. Daisy's father-in-law, Billie, likes all yellow buff fruits. Which team could Billie join?",the rugby team,the baseball team,the basketball team,the soccer team,the hockey team
319528,0,Daisy is expressing joy. Cliff is waging war. Daisy is expressing sympathy. Which of them is most likely feeling nationalism?,Cliff,Joy,Daisy,Rob,Charity
259882,0,"Cherry needs central air conditioners, stationery products, and bicycle parts. She already has central air conditioners and stationery products. Where should she go?",bicycle shop,confectionery,hair salon,pet store,hardware store
325291,3,"In U.S. spring, Joy visits the shipyard every day. In U.S. autumn, Joy visits the park every day. Where will Joy go on September 8?",the graveyard,the town square,the financial district,the park,the shipyard
300593,4,Cliff toasted Will. Charity excoriated Will. Who made Will feel proud?,Joy,Daisy,Charity,Rob,Cliff
320580,2,Cliff is nictitating. Joy is shuddering. Charity is expressing satisfaction. Which of them is most likely feeling will?,Joy,Charity,Cliff,Rob,Daisy
260335,0,"In Dill town, you can only buy herbs at Rose's Store, and you can only buy whole grains at Pepper's Store. In a strange coincidence, any time Basil is at Rose's Store, Lily is at Cherry's Store, and any time he is at Pepper's Store, she is at Pepper's Store. Basil is buying barley. Where is Lily?",Pepper's Store,Carrot's Store,Cherry's Store,Rose's Store,Rosemary's Store
263183,4,Duke bet Ginger that no naval gun is a Florida stone crab. Ginger is a travel agent. Duke is a drum player. Which of them won the bet?,pitcher,baker,travel agent,soldier,drummer
320524,0,Charity is waging war. Charity is looking longingly. Cliff is scowling. Which of them is most likely feeling rage?,Charity,Joy,Cliff,Rob,Daisy
328457,0,Pick the one which is typically slowest.,hurricane,hot-air balloon,Formula 1 race car,railroad train,F-16 fighting falcon
197271,3,Writing the word “stomach” requires writing ______ letters.,3,5,4,7,9
296236,4,April missed a call at 5 p.m.. She returned it 12 hours later. When did she return the call?,7 p.m.,12 a.m.,10 p.m.,11 a.m.,5 a.m.
324907,2,"In U.S. summer, Rob visits the theater district every day. In U.S. autumn, Rob visits the shipyard every day. Where will Rob go on August 6?",the forest,the campground,the theater district,the graveyard,the shipyard
325147,1,"In U.S. winter, Daisy visits the forest every day. In U.S. autumn, Daisy visits the financial district every day. Where will Daisy go on September 3?",the botanical garden,the financial district,the campground,the forest,the theater district
294444,3,April missed a call at 10 a.m.. She returned it 12 hours later. When did she return the call?,9 p.m.,7 p.m.,11 p.m.,10 p.m.,8 a.m.
294730,4,April missed a call at 9 p.m.. She returned it 10 hours later. When did she return the call?,6 p.m.,11 p.m.,8 a.m.,12 a.m.,7 a.m.
262142,3,"In Dill town, you can only buy blooms at Carrot's Store, and you can only buy herbs at Rosemary's Store. In a strange coincidence, any time Basil is at Carrot's Store, Lily is at Pepper's Store, and any time he is at Rosemary's Store, she is at Cherry's Store. Basil is buying flower of the dong quai plant. Where is Lily?",Cherry's Store,Rosemary's Store,Carrot's Store,Pepper's Store,Rose's Store
294523,3,April missed a call at 9 p.m.. She returned it 5 hours later. When did she return the call?,11 p.m.,5 p.m.,4 a.m.,2 a.m.,2 p.m.
197204,4,The word “cougar” has ______ letters?,5,9,7,11,6
329068,2,Pick the one which isn't usually faster than any of the others.,personal watercraft,sled,Segway,tank,tractor
320441,1,Cliff is expressing patience. Rob is taking first steps. Daisy is pointing. Which of them is most likely feeling irritability?,Cliff,Daisy,Rob,Charity,Joy
197291,3,You write the word “iguana” with ______ letters.,8,7,4,6,11
320684,4,Daisy is expressing a feeling of obligatedness. Rob is gasping. Charity is thanking. Which of them is most likely feeling gratitude?,Daisy,Rob,Cliff,Joy,Charity
296257,3,April missed a call at 12 a.m.. She returned it 10 hours later. When did she return the call?,8 a.m.,11 p.m.,12 a.m.,10 a.m.,2 p.m.
313410,1,Joy was criticised by Daisy. Who performed the action?,Joy,Daisy,Cliff,Charity,criticising
301222,4,Rob helped Will. Charity maligned Will. Who made Will feel happy?,Joy,Charity,Cliff,Daisy,Rob
162216,3,"Which of the following is 4 days after 1:05 a.m. on May 3, 1945?","1:05 a.m. on May 3, 1985","1:05 a.m. on May 3, 1949","1:09 a.m. on May 3, 1945","1:05 a.m. on May 7, 1945","5:05 a.m. on May 3, 1945"
294786,4,April missed a call at 9 a.m.. She returned it 7 hours later. When did she return the call?,noon,10 a.m.,6 p.m.,3 a.m.,4 p.m.
319634,1,Joy is presenting with an emotionless facial expression. Charity is taking first steps. Daisy is blushing. Which of them is most likely feeling resolve?,Charity,Joy,Rob,Daisy,Cliff
296036,4,April missed a call at 6 a.m.. She returned it 8 hours later. When did she return the call?,3 p.m.,11 a.m.,noon,8 a.m.,2 p.m.
263600,4,Duke bet Ginger that no urban area is an earthworm. Ginger is a troop. Duke is a rancher. Which of them won the bet?,secretary,doorman,pediatrician,soldier,rancher
319179,4,Daisy is speaking clearly. Rob is looking awed. Rob is pacing. Which of them is most likely feeling audacity?,Charity,Joy,Cliff,Rob,Daisy
259202,4,"Cherry needs cat litter, brandy, and ice cream makers. She already has brandy and ice cream makers. Where should she go?",shoe store,hardware store,cosmetics and beauty supply store,bait and tackle shop,pet store
279091,2,"A person born on August 12, 1808 would most likely be a ______ on April 24, 1801.",school-age child,fiftysomething,not yet born,dead organism,middle-aged person
294519,4,April missed a call at 9 a.m.. She returned it 8 hours later. When did she return the call?,3 p.m.,12 a.m.,11 a.m.,2 p.m.,5 p.m.
324705,4,"In U.S. spring, Joy visits the campground every day. In U.S. summer, Joy visits the financial district every day. Where will Joy go on June 25?",the forest,the campground,the town square,the botanical garden,the financial district
259432,4,"Cherry needs garlic, clogs, and chicken. She already has garlic and clogs. Where should she go?",bait and tackle shop,bookstore,drugstore,appliance store,grocery store
248292,4,How long does a calendar week take?,between 3 and 18 weeks,15 years,a few minutes,30 days,1 week
196909,3,Writing the word “armadillo” requires writing ______ letters.,6,8,7,9,10
189572,1,Pick the thing which would be the tiniest.,refrigerated display case,Sinai leopard,dresser,side-by-side refrigerator-freezer,built-in stove
300556,0,Charity praised Will. Daisy chastised Will. Who made Will feel happy?,Charity,Daisy,Rob,Joy,Cliff
289805,2,______ typically last 1 day.,major league baseball games,carings for,Febuary 22nds,dryings off one's body,spittings
258818,0,"Cherry needs wrinkle removing devices, turkey, and gardening tools. She already has wrinkle removing devices and turkey. Where should she go?",lawn and garden store,appliance store,confectionery,furniture store,electronics store
294658,1,April missed a call at 10 p.m.. She returned it 5 hours later. When did she return the call?,6 a.m.,3 a.m.,2 a.m.,1 a.m.,11 a.m.
295632,4,April missed a call at 2 a.m.. She returned it 2 hours later. When did she return the call?,12 a.m.,10 p.m.,noon,3 a.m.,4 a.m.
295827,3,April missed a call at 4 a.m.. She returned it 8 hours later. When did she return the call?,11 a.m.,3 a.m.,10 a.m.,noon,7 a.m.
